ID,Level,NormalAttribute,EliteAttribute,BossAttribute,MVPAttribute,Function
1741,141,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1742,142,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1743,143,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1744,144,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1745,145,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1746,146,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1747,147,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1748,148,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1749,149,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1750,150,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1751,151,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1752,152,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1753,153,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1754,154,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1755,155,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1756,156,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1757,157,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1758,158,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1759,159,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1760,160,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1761,161,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1762,162,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1763,163,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1764,164,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1765,165,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1766,166,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1767,167,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1768,168,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1769,169,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1770,170,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1771,171,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1772,172,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1773,173,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1774,174,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1775,175,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1776,176,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1777,177,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1778,178,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1779,179,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1780,180,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1781,181,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1782,182,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1783,183,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1784,184,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1785,185,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1786,186,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1787,187,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1788,188,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1789,189,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1790,190,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1791,191,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1792,192,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1793,193,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1794,194,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1795,195,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1796,196,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1797,197,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1798,198,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1799,199,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1800,200,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1801,1,310=4,828=20,2760=41,2760=41,11
1802,2,310=4,828=20,2760=41,2760=41,11
1803,3,310=4,828=20,2760=41,2760=41,11
1804,4,310=4,828=20,2760=41,2760=41,11
1805,5,310=4,828=20,2760=41,2760=41,11
1806,6,310=4,828=20,2760=41,2760=41,11
1807,7,310=4,828=20,2760=41,2760=41,11
1808,8,310=4,828=20,2760=41,2760=41,11
1809,9,310=4,828=20,2760=41,2760=41,11
1810,10,310=4,828=20,2760=41,2760=41,11
1811,11,666=4,1776=22,5920=44,5920=44,11
1812,12,873=4,2328=23,7760=47,7760=47,11
1813,13,1075=5,2868=25,9560=50,9560=50,11
1814,14,1291=5,3444=26,11480=53,11480=53,11
1815,15,1615=5,4308=28,14360=56,14360=56,11
1816,16,1665=5,4440=29,14800=59,14800=59,11
1817,17,1741=6,4644=31,15480=62,15480=62,11
1818,18,1777=6,4740=32,15800=65,15800=65,11
1819,19,1809=6,4824=34,16080=69,16080=69,11
1820,20,1809=7,4824=36,16080=72,16080=72,11
1821,21,1809=7,4824=37,16080=75,16080=75,11
1822,22,1930=7,5148=39,17160=79,17160=79,11
1823,23,1930=8,5148=41,17160=82,17160=82,11
1824,24,1966=8,5244=42,17480=85,17480=85,11
1825,25,2664=8,7104=44,23680=89,23680=89,11
1826,26,2731=9,7284=46,24280=93,24280=93,11
1827,27,2767=9,7380=48,24600=96,24600=96,11
1828,28,2839=10,7572=50,25240=100,25240=100,11
1829,29,2871=10,7656=52,25520=104,25520=104,11
1830,30,3960=15,10560=76,35200=153,35200=153,11
1831,31,3996=15,10656=78,35520=157,35520=157,11
1832,32,4027=16,10740=81,35800=162,35800=162,11
1833,33,4104=16,10944=83,36480=166,36480=166,11
1834,34,4158=17,11088=85,36960=171,36960=171,11
1835,35,4864=21,12972=108,43240=216,43240=216,11
1836,36,4954=22,13212=110,44040=220,44040=220,11
1837,37,4990=22,13308=112,44360=225,44360=225,11
1838,38,5026=23,13404=115,44680=230,44680=230,11
1839,39,5116=23,13644=119,45480=238,45480=238,11
1840,40,7177=31,19140=158,63800=317,63800=317,11
1841,41,7762=32,20700=162,69000=324,69000=324,11
1842,42,8365=33,22308=166,74360=332,74360=332,11
1843,43,9103=33,24276=169,80920=339,80920=339,11
1844,44,9832=34,26220=173,87400=347,87400=347,11
1845,45,11232=35,29952=177,99840=354,99840=354,11
1846,46,11736=36,31296=181,104320=362,104320=362,11
1847,47,12370=37,32988=185,109960=371,109960=371,11
1848,48,12730=38,33948=192,113160=385,113160=385,11
1849,49,12784=39,34092=197,113640=394,113640=394,11
1850,50,15943=52,42516=260,141720=520,141720=520,11
1851,51,15943=53,42516=265,141720=530,141720=530,11
1852,52,15997=53,42660=269,142200=539,142200=539,11
1853,53,16137=54,43032=274,143440=549,143440=549,11
1854,54,16272=55,43392=279,144640=558,144640=558,11
1855,55,17167=58,45780=292,152600=585,152600=585,11
1856,56,17248=59,45996=298,153320=596,153320=596,11
1857,57,17307=60,46152=303,153840=606,153840=606,11
1858,58,17419=61,46452=308,154840=617,154840=617,11
1859,59,17563=64,46836=320,156120=640,156120=640,11
1860,60,26383=71,70356=356,1172600=1069,1172600=1069,11
1861,61,26482=72,70620=362,235400=725,235400=725,11
1862,62,26586=73,70896=368,236320=737,236320=737,11
1863,63,26725=74,71268=374,237560=749,237560=749,11
1864,64,26824=76,71532=380,238440=761,238440=761,11
1865,65,30852=91,82272=459,274240=919,274240=919,11
1866,66,31063=93,82836=467,276120=935,276120=935,11
1867,67,31347=95,83592=475,278640=951,278640=951,11
1868,68,31522=96,84060=483,280200=967,280200=967,11
1869,69,32125=98,85668=491,285560=983,285560=983,11
1870,70,40410=121,107760=608,359200=1216,359200=1216,11
1871,71,43146=123,115056=618,383520=1236,383520=1236,11
1872,72,46287=125,123432=629,411440=1258,411440=1258,11
1873,73,49612=128,132300=640,441000=1280,441000=1280,11
1874,74,52834=130,140892=650,469640=1301,469640=1301,11
1875,75,65052=137,173472=687,578240=1375,578240=1375,11
1876,76,69354=139,184944=699,616480=1399,616480=1399,11
1877,77,73642=142,196380=710,654600=1421,654600=1421,11
1878,78,78538=146,209436=730,698120=1460,698120=1460,11
1879,79,83236=148,221964=742,739880=1484,739880=1484,11
1880,80,100872=172,268992=861,896640=1723,896640=1723,11
1881,81,103828=174,276876=873,922920=1747,922920=1747,11
1882,82,106951=177,285204=886,950680=1772,950680=1772,11
1883,83,111685=180,297828=900,992760=1800,992760=1800,11
1884,84,115042=182,306780=912,1022600=1825,1022600=1825,11
1885,85,122908=191,327756=955,1092520=1910,1092520=1910,11
1886,86,126490=193,337308=968,1124360=1936,1124360=1936,11
1887,87,130792=196,348780=983,1162600=1966,1162600=1966,11
1888,88,134617=203,358980=1018,1196600=2036,1196600=2036,11
1889,89,139018=211,370716=1055,1235720=2110,1235720=2110,11
1890,90,192388=275,513036=1377,8550600=4132,8550600=4132,11
1891,91,197307=279,526152=1396,1753840=2792,1753840=2792,11
1892,92,202909=283,541092=1416,1803640=2832,1803640=2832,11
1893,93,208237=287,555300=1435,1851000=2871,1851000=2871,11
1894,94,213601=291,569604=1455,1898680=2911,1898680=2911,11
1895,95,242806=320,647484=1603,2158280=3206,2158280=3206,11
1896,96,248584=324,662892=1624,2209640=3248,2209640=3248,11
1897,97,255105=329,680280=1647,2267600=3294,2267600=3294,11
1898,98,260851=333,695604=1668,2318680=3336,2318680=3336,11
1899,99,268213=338,715236=1691,2384120=3382,2384120=3382,11
1900,100,338539=353,902772=1768,3009240=3537,3009240=3537,11
1901,101,346617=358,924312=1791,3081040=3582,3081040=3582,11
1902,102,355815=363,948840=1815,3162800=3631,3162800=3631,11
1903,103,364504=367,972012=1838,3240040=3677,3240040=3677,11
1904,104,374053=372,997476=1863,3324920=3726,3324920=3726,11
1905,105,408775=399,1090068=1998,3633560=3997,3633560=3997,11
1906,106,419787=404,1119432=2021,3731440=4043,3731440=4043,11
1907,107,428368=408,1142316=2044,3807720=4089,3807720=4089,11
1908,108,436311=413,1163496=2068,3878320=4136,3878320=4136,11
1909,109,446445=418,1190520=2091,3968400=4183,3968400=4183,11
1910,110,467550=426,1246800=2130,4156000=4261,4156000=4261,11
1911,111,482863=430,1287636=2154,4292120=4308,4292120=4308,11
1912,112,495751=435,1322004=2178,4406680=4356,4406680=4356,11
1913,113,506862=440,1351632=2202,4505440=4404,4505440=4404,11
1914,114,520299=445,1387464=2226,4624880=4453,4624880=4453,11
1915,115,549949=473,1466532=2365,4888440=4730,4888440=4730,11
1916,116,563341=477,1502244=2389,5007480=4779,5007480=4779,11
1917,117,574290=482,1531440=2413,5104800=4827,5104800=4827,11
1918,118,585333=487,1560888=2438,5202960=4876,5202960=4876,11
1919,119,596466=492,1590576=2462,5301920=4925,5301920=4925,11
1920,120,611028=499,1629408=2497,5431360=4995,5431360=4995,11
1921,121,622399=504,1659732=2522,5532440=5044,5532440=5044,11
1922,122,633388=509,1689036=2547,5630120=5095,5630120=5095,11
1923,123,644922=514,1719792=2573,5732640=5146,5732640=5146,11
1924,124,656545=519,1750788=2598,5835960=5197,5835960=5197,11
1925,125,668263=524,1782036=2624,5940120=5248,5940120=5248,11
1926,126,680067=530,1813512=2650,6045040=5300,6045040=5300,11
1927,127,691960=535,1845228=2676,6150760=5352,6150760=5352,11
1928,128,703431=540,1875816=2702,6252720=5405,6252720=5405,11
1929,129,715491=545,1907976=2728,6359920=5457,6359920=5457,11
1930,130,727650=551,1940400=2755,6468000=5511,6468000=5511,11
1931,131,736740=556,1964640=2782,6548800=5565,6548800=5565,11
1932,132,749038=561,1997436=2809,6658120=5618,6658120=5618,11
1933,133,757647=567,2020392=2836,6734640=5673,6734640=5673,11
1934,134,766813=572,2044836=2864,6816120=5728,6816120=5728,11
1935,135,779296=578,2078124=2891,6927080=5783,6927080=5783,11
1936,136,788526=583,2102736=2919,7009120=5838,7009120=5838,11
1937,137,797764=589,2127372=2947,7091240=5894,7091240=5894,11
1938,138,810436=595,2161164=2975,7203880=5950,7203880=5950,11
1939,139,819747=600,2185992=3003,7286640=6007,7286640=6007,11
1940,140,828468=606,2209248=3032,7364160=6064,7364160=6064,11
1941,141,841329=612,2243544=3060,7478480=6121,7478480=6121,11
1942,142,850707=630,2268552=3153,7561840=6307,7561840=6307,11
1943,143,860098=649,2293596=3248,7645320=6497,7645320=6497,11
1944,144,868873=665,2316996=3328,7723320=6657,7723320=6657,11
1945,145,878283=682,2342088=3410,7806960=6820,7806960=6820,11
1946,146,887701=698,2367204=3493,7890680=6986,7890680=6986,11
1947,147,896490=712,2390640=3560,7968800=7121,7968800=7121,11
1948,148,905931=722,2415816=3612,8052720=7224,8052720=7224,11
1949,149,914728=736,2439276=3681,8130920=7363,8130920=7363,11
1950,150,924187=750,2464500=3751,8215000=7503,8215000=7503,11
1951,151,933660=761,2489760=3805,41496000=11416,41496000=11416,11
1952,152,942471=775,2513256=3877,8377520=7755,8377520=7755,11
1953,153,951961=786,2538564=3932,8461880=7865,8461880=7865,11
1954,154,961465=797,2563908=3988,8546360=7977,8546360=7977,11
1955,155,970290=812,2587440=4063,8624800=8127,8624800=8127,11
1956,156,979807=839,2612820=4197,8709400=8394,8709400=8394,11
1957,157,988636=866,2636364=4332,8787880=8665,8787880=8665,11
1958,158,997465=894,2659908=4470,8866360=8941,8866360=8941,11
1959,159,1006290=918,2683440=4591,8944800=9183,8944800=9183,11
1960,160,1015843=943,2708916=4715,9029720=9430,9029720=9430,11
1961,161,1024677=968,2732472=4840,9108240=9680,9108240=9680,11
1962,162,1033515=993,2756040=4967,9186800=9934,9186800=9934,11
1963,163,1042344=1015,2779584=5076,9265280=10152,9265280=10152,11
1964,164,1051929=1041,2805144=5207,9350480=10414,9350480=10414,11
1965,165,1060771=1063,2828724=5319,9429080=10639,9429080=10639,11
1966,166,1069614=1086,2852304=5433,9507680=10866,9507680=10866,11
1967,167,1078452=1109,2875872=5548,9586240=11097,9586240=11097,11
1968,168,1088073=1133,2901528=5666,9671760=11332,9671760=11332,11
1969,169,1096920=1157,2925120=5785,9750400=11570,9750400=11570,11
1970,170,1105762=1181,2948700=5906,9829000=11812,9829000=11812,11
1971,171,1114609=1205,2972292=6028,9907640=12057,9907640=12057,11
1972,172,1124262=1230,2998032=6152,9993440=12305,9993440=12305,11
1973,173,1133113=1251,3021636=6255,10072120=12511,10072120=12511,11
1974,174,1141965=1276,3045240=6383,10150800=12766,10150800=12766,11
1975,175,1150816=1288,3068844=6442,10229480=12884,10229480=12884,11
1976,176,1160496=1300,3094656=6501,10315520=13002,10315520=13002,11
1977,177,1169356=1312,3118284=6560,10394280=13121,10394280=13121,11
1978,178,1178212=1324,3141900=6620,10473000=13241,10473000=13241,11
1979,179,1187073=1336,3165528=6680,10551760=13361,10551760=13361,11
1980,180,1196784=1348,3191424=6741,10638080=13482,10638080=13482,11
1981,181,1205653=1360,3215076=6801,10716920=13603,10716920=13603,11
1982,182,1214514=1372,3238704=6863,10795680=13726,10795680=13726,11
1983,183,1223383=1384,3262356=6924,10874520=13849,10874520=13849,11
1984,184,1233126=1397,3288336=6986,10961120=13972,10961120=13972,11
1985,185,1241995=1409,3311988=7048,11039960=14096,11039960=14096,11
1986,186,1250869=1422,3335652=7110,11118840=14221,11118840=14221,11
1987,187,1259743=1434,3359316=7173,11197720=14346,11197720=14346,11
1988,188,1269513=1447,3385368=7236,11284560=14472,11284560=14472,11
1989,189,1278396=1459,3409056=7299,11363520=14598,11363520=14598,11
1990,190,1287274=1472,3432732=7362,11442440=14725,11442440=14725,11
1991,191,1296153=1485,3456408=7426,11521360=14853,11521360=14853,11
1992,192,1305954=1498,3482544=7490,11608480=14981,11608480=14981,11
1993,193,1314841=1511,3506244=7555,11687480=15110,11687480=15110,11
1994,194,1323724=1524,3529932=7620,11766440=15240,11766440=15240,11
1995,195,1332607=1537,3553620=7685,11845400=15370,11845400=15370,11
1996,196,1342449=1550,3579864=7750,59664400=23252,59664400=23252,11
1997,197,1351341=1563,3603576=7816,12011920=15632,12011920=15632,11
1998,198,1360228=1576,3627276=7882,12090920=15764,12090920=15764,11
1999,199,1369116=1589,3650976=7948,12169920=15897,12169920=15897,11
2000,200,1378993=1603,3677316=8015,61288600=24046,61288600=24046,11
