ID,CardName,CardTexture,CardColor,CardAttributes,CanUsePosition,RecommendSchool,IsShowInHandBook,ResolveAmount,ExpendZeny,CardLevelType,SortId,CardCollectAttr,TakeoutConsume,SyntheticConsume,LocalizationArea,AwakeningCardID,AwakeningConsume,StarConsume,StarAddAttr
40200193,弑神者卡片（7天）,MonsterCard/UI_MonsterCard_Shishenzhe.jpg,3,0=229=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40100673,艾斯恩魔女卡片（7天）,MonsterCard/UI_MonsterCard_Aisienmonv.jpg,3,0=249=1200|1=510027030=0,1,,0,0,0,,,,,,,,,,
40100793,玩具国王卡片（7天）,MonsterCard/UI_MonsterCard_wanjuguowang.jpg,3,0=59=1500|1=510030060=0,1,,0,0,0,,,,,,,,,,
40400263,长者魔导士卡片（7天）,MonsterCard/UI_MonsterCard_xielingzhanglao.jpg,3,0=186=1500|1=510029959=0,4,,0,0,0,,,,,,,,,,
40300363,古钟魔卡片（7天）,MonsterCard/UI_MonsterCard_guzhongmo.jpg,3,1=510029858=0,3,,0,0,0,,,,,,,,,,
40700243,时间观察者卡片（7天）,MonsterCard/UI_MonsterCard_timeguanchazhe.jpg,3,0=37=200|1=510030161=0,7,,0,0,0,,,,,,,,,,
40700873,流氓头目卡片（7天）,MonsterCard/UI_MonsterCard_LiuMang.jpg,3,0=59=1500|1=510030767=0,1,,0,0,0,,,,,,,,,,
40300403,米杜沙女王卡片（7天）,MonsterCard/UI_MonsterCard_MiDuShaNvWang.jpg,3,0=214=1000|0=48=300|1=510031474=0,3,,0,0,0,,,,,,,,,,
40700253,愤怒钟乳巨石怪卡片（7天）,MonsterCard/UI_MonsterCard_FenNuJuShi.jpg,3,0=22=8|0=67=500,7,,0,0,0,,,,,,,,,,
40700064,狂暴蚁后卡片（15天）,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,0=22=8|1=510015516=0,7,,0,0,0,,,,,,,,,,
40400094,龙蝇卡片（15天）,MonsterCard/UI_MonsterCard_Longying.jpg,1,0=18=2|0=48=300|1=510021677=0,4,,0,0,0,,,,,,,,,,
40300034,蝗虫之王卡片（15天）,MonsterCard/UI_MonsterCard_Huangchongzhiwang.jpg,1,0=68=500|1=510022081=0,4,,0,0,0,,,,,,,,,,
40400144,波利之王卡片（15天）,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=5|0=57=15,4,,0,0,0,,,,,,,,,,
40400164,蛙王卡片（15天）,MonsterCard/UI_MonsterCard_Wawang.jpg,1,0=53=5|0=20=3|1=510022182=0,4,,0,0,0,,,,,,,,,,
40300064,幽灵波利卡片（15天）,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,0,0,,,,,,,,,,
40400064,巧克猴卡片（15天）,MonsterCard/UI_MonsterCard_Qiaokehou.jpg,1,0=53=5|0=48=300|1=510021576=0,4,,0,0,0,,,,,,,,,,
40400014,蓝疯兔卡片（15天）,MonsterCard/UI_MonsterCard_Lanfengtu.jpg,1,0=22=2|1=510021374=0,4,,0,0,0,,,,,,,,,,
40500104,狂暴月夜猫卡片（15天）,MonsterCard/UI_MonsterCard_Kuangbaoyueyemao.jpg,3,0=41=3|0=48=400|1=510019253=0,5,,0,0,0,,,,,,,,,,
40100544,暗黑祭司卡片（15天）,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,0=66=800|1=510024202=0,1,,0,0,0,,,,,,,,,,
40100574,犬妖首领卡片（15天）,MonsterCard/UI_MonsterCard_Quanyaoshouling.jpg,3,1=510022485=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40200074,安毕斯卡片（15天）,MonsterCard/UI_MonsterCard_Anbisi.jpg,4,0=219=1500,2,,0,0,0,,,,,,,,,,
40100604,君主魔碑卡片（15天）,MonsterCard/UI_MonsterCard_Junzhumobei.jpg,3,0=36=25|1=510024808=0,1,,0,0,0,,,,,,,,,,
40500134,地狱梦魇卡片（15天）,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,2,0=18=2|0=48=400|1=510025010=0,5,,0,0,0,,,,,,,,,,
40200174,蜗牛王卡片（15天）,MonsterCard/UI_MonsterCard_Woniuwang.jpg,2,0=47=250|1=510024909=0,2,,0,0,0,,,,,,,,,,
40100614,远古海神卡片（15天）,MonsterCard/UI_MonsterCard_Yuanguhaiwang.jpg,3,0=82=-800,1,,0,0,0,,,,,,,,,,
40700174,钢鬃巨熊卡片（15天）,MonsterCard/UI_MonsterCard_gangzongjuxiong.jpg,3,0=22=5|1=510026121=0,7,,0,0,0,,,,,,,,,,
40100624,深海人鱼卡片（15天）,MonsterCard/UI_MonsterCard_shenhairenyu.jpg,3,0=175=800|1=510026020=0,1,,0,0,0,,,,,,,,,,
40400104,流浪之狼卡片（15天）,MonsterCard/UI_MonsterCard_Liulangzhilang.jpg,3,0=14=3|1=510025919=0,4,,0,0,0,,,,,,,,,,
40100634,狮鹫兽卡片（15天）,MonsterCard/UI_MonsterCard_shijiushou.jpg,3,0=53=2|0=55=7|1=510025818=0,1,,0,0,0,,,,,,,,,,
40200184,兽牙怪卡片（15天）,MonsterCard/UI_MonsterCard_Shouyaguai.jpg,3,0=230=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40600314,鹗枭首领卡片（15天）,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,3,1=510028444=0,6,,0,0,0,,,,,,,,,,
40700184,迷幻之王卡片（15天）,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,3,0=84=-1000|0=82=-1000|0=48=-500,7,,0,0,0,,,,,,,,,,
40100684,深渊骑士卡片（15天）,MonsterCard/UI_MonsterCard_Shenyuanqishi.jpg,3,0=225=1500|1=510027131=0,1,,0,0,0,,,,,,,,,,
40200194,弑神者卡片（15天）,MonsterCard/UI_MonsterCard_Shishenzhe.jpg,3,0=229=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40100674,艾斯恩魔女卡片（15天）,MonsterCard/UI_MonsterCard_Aisienmonv.jpg,3,0=249=1200|1=510027030=0,1,,0,0,0,,,,,,,,,,
40100794,玩具国王卡片（15天）,MonsterCard/UI_MonsterCard_wanjuguowang.jpg,3,0=59=1500|1=510030060=0,1,,0,0,0,,,,,,,,,,
40400264,长者魔导士卡片（15天）,MonsterCard/UI_MonsterCard_xielingzhanglao.jpg,3,0=186=1500|1=510029959=0,4,,0,0,0,,,,,,,,,,
40300364,古钟魔卡片（15天）,MonsterCard/UI_MonsterCard_guzhongmo.jpg,3,1=510029858=0,3,,0,0,0,,,,,,,,,,
40700244,时间观察者卡片（15天）,MonsterCard/UI_MonsterCard_timeguanchazhe.jpg,3,0=37=200|1=510030161=0,7,,0,0,0,,,,,,,,,,
40700874,流氓头目卡片（15天）,MonsterCard/UI_MonsterCard_LiuMang.jpg,3,0=59=1500|1=510030767=0,1,,0,0,0,,,,,,,,,,
40300404,米杜沙女王卡片（15天）,MonsterCard/UI_MonsterCard_MiDuShaNvWang.jpg,3,0=214=1000|0=48=300|1=510031474=0,3,,0,0,0,,,,,,,,,,
40700254,愤怒钟乳巨石怪卡片（15天）,MonsterCard/UI_MonsterCard_FenNuJuShi.jpg,3,0=22=8|0=67=500,7,,0,0,0,,,,,,,,,,
40700065,狂暴蚁后卡片（30天）,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,0=22=8|1=510015516=0,7,,0,0,0,,,,,,,,,,
40400095,龙蝇卡片（30天）,MonsterCard/UI_MonsterCard_Longying.jpg,1,0=18=2|0=48=300|1=510021677=0,4,,0,0,0,,,,,,,,,,
40300035,蝗虫之王卡片（30天）,MonsterCard/UI_MonsterCard_Huangchongzhiwang.jpg,1,0=68=500|1=510022081=0,4,,0,0,0,,,,,,,,,,
40400145,波利之王卡片（30天）,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=5|0=57=15,4,,0,0,0,,,,,,,,,,
40400165,蛙王卡片（30天）,MonsterCard/UI_MonsterCard_Wawang.jpg,1,0=53=5|0=20=3|1=510022182=0,4,,0,0,0,,,,,,,,,,
40300065,幽灵波利卡片（30天）,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,0,0,,,,,,,,,,
40400065,巧克猴卡片（30天）,MonsterCard/UI_MonsterCard_Qiaokehou.jpg,1,0=53=5|0=48=300|1=510021576=0,4,,0,0,0,,,,,,,,,,
40400015,蓝疯兔卡片（30天）,MonsterCard/UI_MonsterCard_Lanfengtu.jpg,1,0=22=2|1=510021374=0,4,,0,0,0,,,,,,,,,,
40500105,狂暴月夜猫卡片（30天）,MonsterCard/UI_MonsterCard_Kuangbaoyueyemao.jpg,3,0=41=3|0=48=400|1=510019253=0,5,,0,0,0,,,,,,,,,,
40100545,暗黑祭司卡片（30天）,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,0=66=800|1=510024202=0,1,,0,0,0,,,,,,,,,,
40100575,犬妖首领卡片（30天）,MonsterCard/UI_MonsterCard_Quanyaoshouling.jpg,3,1=510022485=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40200075,安毕斯卡片（30天）,MonsterCard/UI_MonsterCard_Anbisi.jpg,4,0=219=1500,2,,0,0,0,,,,,,,,,,
40100605,君主魔碑卡片（30天）,MonsterCard/UI_MonsterCard_Junzhumobei.jpg,3,0=36=25|1=510024808=0,1,,0,0,0,,,,,,,,,,
40500135,地狱梦魇卡片（30天）,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,2,0=18=2|0=48=400|1=510025010=0,5,,0,0,0,,,,,,,,,,
40200175,蜗牛王卡片（30天）,MonsterCard/UI_MonsterCard_Woniuwang.jpg,2,0=47=250|1=510024909=0,2,,0,0,0,,,,,,,,,,
40100615,远古海神卡片（30天）,MonsterCard/UI_MonsterCard_Yuanguhaiwang.jpg,3,0=82=-800,1,,0,0,0,,,,,,,,,,
40700175,钢鬃巨熊卡片（30天）,MonsterCard/UI_MonsterCard_gangzongjuxiong.jpg,3,0=22=5|1=510026121=0,7,,0,0,0,,,,,,,,,,
40100625,深海人鱼卡片（30天）,MonsterCard/UI_MonsterCard_shenhairenyu.jpg,3,0=175=800|1=510026020=0,1,,0,0,0,,,,,,,,,,
40400105,流浪之狼卡片（30天）,MonsterCard/UI_MonsterCard_Liulangzhilang.jpg,3,0=14=3|1=510025919=0,4,,0,0,0,,,,,,,,,,
40100635,狮鹫兽卡片（30天）,MonsterCard/UI_MonsterCard_shijiushou.jpg,3,0=53=2|0=55=7|1=510025818=0,1,,0,0,0,,,,,,,,,,
40200185,兽牙怪卡片（30天）,MonsterCard/UI_MonsterCard_Shouyaguai.jpg,3,0=230=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40600315,鹗枭首领卡片（30天）,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,3,1=510028444=0,6,,0,0,0,,,,,,,,,,
40700185,迷幻之王卡片（30天）,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,3,0=84=-1000|0=82=-1000|0=48=-500,7,,0,0,0,,,,,,,,,,
40100685,深渊骑士卡片（30天）,MonsterCard/UI_MonsterCard_Shenyuanqishi.jpg,3,0=225=1500|1=510027131=0,1,,0,0,0,,,,,,,,,,
40200195,弑神者卡片（30天）,MonsterCard/UI_MonsterCard_Shishenzhe.jpg,3,0=229=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40100675,艾斯恩魔女卡片（30天）,MonsterCard/UI_MonsterCard_Aisienmonv.jpg,3,0=249=1200|1=510027030=0,1,,0,0,0,,,,,,,,,,
40100795,玩具国王卡片（30天）,MonsterCard/UI_MonsterCard_wanjuguowang.jpg,3,0=59=1500|1=510030060=0,1,,0,0,0,,,,,,,,,,
40400265,长者魔导士卡片（30天）,MonsterCard/UI_MonsterCard_xielingzhanglao.jpg,3,0=186=1500|1=510029959=0,4,,0,0,0,,,,,,,,,,
40300365,古钟魔卡片（30天）,MonsterCard/UI_MonsterCard_guzhongmo.jpg,3,1=510029858=0,3,,0,0,0,,,,,,,,,,
40700245,时间观察者卡片（30天）,MonsterCard/UI_MonsterCard_timeguanchazhe.jpg,3,0=37=200|1=510030161=0,7,,0,0,0,,,,,,,,,,
40700875,流氓头目卡片（30天）,MonsterCard/UI_MonsterCard_LiuMang.jpg,3,0=59=1500|1=510030767=0,1,,0,0,0,,,,,,,,,,
40300405,米杜沙女王卡片（30天）,MonsterCard/UI_MonsterCard_MiDuShaNvWang.jpg,3,0=214=1000|0=48=300|1=510031474=0,3,,0,0,0,,,,,,,,,,
40700255,愤怒钟乳巨石怪卡片（30天）,MonsterCard/UI_MonsterCard_FenNuJuShi.jpg,3,0=22=8|0=67=500,7,,0,0,0,,,,,,,,,,
40300073,天使波利卡片（7天）,MonsterCard/UI_MonsterCard_Tianshiboli.jpg,4,0=48=500|1=510014506=0,3,,0,0,0,,,,,,,,,,
40200023,黄金虫卡片（7天）,MonsterCard/UI_MonsterCard_Huangjinchong.jpg,4,0=88=1000|0=68=4000,2,,0,0,0,,,,,,,,,,
40700123,兽人英雄卡片（7天）,MonsterCard/UI_MonsterCard_Shourenyingxiong.jpg,4,0=22=8|1=510019556=0,7,,0,0,0,,,,,,,,,,
40400033,恶魔波利卡片（7天）,MonsterCard/UI_MonsterCard_Emoboli.jpg,4,0=186=3000|1=510017233=0,4,,0,0,0,,,,,,,,,,
40300193,兽人酋长卡片（7天）,MonsterCard/UI_MonsterCard_Shourenqiuzhang.jpg,4,1=510018647=0,3,,0,0,0,,,,,,,,,,
40200043,蚁后卡片（7天）,MonsterCard/UI_MonsterCard_Yihou.jpg,4,1=510017637=0,2,,0,0,0,,,,,,,,,,
40100173,哥布灵首领卡片（7天）,MonsterCard/UI_MonsterCard_Gebulinshouling.jpg,4,1=510015213=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40700073,蜂后卡片（7天）,MonsterCard/UI_MonsterCard_Fenghou.jpg,4,0=66=800|1=510022586=0,7,,0,0,0,,,,,,,,,,
40100113,海盗之王卡片（7天）,MonsterCard/UI_MonsterCard_Haidaozhiwang.jpg,4,1=510014910=0|1=510025414=0,1,,0,0,0,,,,,,,,,,
40600193,俄塞里斯卡片（7天）,MonsterCard/UI_MonsterCard_Esailisi.jpg,4,1=510024606=0,6,,0,0,0,,,,,,,,,,
40100373,皮里恩卡片（7天）,MonsterCard/UI_MonsterCard_Pilien.jpg,4,0=51=100|1=510025616=0,1,,0,0,0,,,,,,,,,,
40500093,虎王卡片（7天）,MonsterCard/UI_MonsterCard_Huwang.jpg,4,0=48=-500|1=510019152=0,5,,0,0,0,,,,,,,,,,
40100533,德古拉伯爵卡片（7天）,MonsterCard/UI_MonsterCard_Degulananjue.jpg,4,0=36=100|0=66=1500,1,,0,0,0,,,,,,,,,,
40100583,死灵卡片（7天）,MonsterCard/UI_MonsterCard_Siling.jpg,4,0=71=1000|0=18=5|0=55=5,1,,0,0,0,,,,,,,,,,
40500113,月夜猫卡片（7天）,MonsterCard/UI_MonsterCard_Yueyemao.jpg,4,0=74=2000|0=48=500,5,,0,0,0,,,,,,,,,,
40100183,巴风特卡片（7天）,MonsterCard/UI_MonsterCard_Bafengte.jpg,4,0=51=-10|0=71=500|1=907401=0,1,,0,0,0,,,,,,,,,,
40700093,法老王卡片（7天）,MonsterCard/UI_MonsterCard_Falaowang.jpg,4,0=88=-3000|0=66=800,7,,0,0,0,,,,,,,,,,
40600353,鹗枭男爵卡片（7天）,MonsterCard/UI_MonsterCard_Exiaonanjue.jpg,4,1=510028242=0,6,,0,0,0,,,,,,,,,,
40300263,凯美拉卡片（7天）,MonsterCard/UI_MonsterCard_Kaimeila.jpg,4,1=510028545=0,3,,0,0,0,,,,,,,,,,
40500143,黑暗之王卡片（7天）,MonsterCard/UI_MonsterCard_Heianzhiwang.jpg,4,1=510027232=0|0=48=500,5,,0,0,0,,,,,,,,,,
40100693,血腥骑士卡片（7天）,MonsterCard/UI_MonsterCard_Xuexingqishi.jpg,4,1=510027434=0,1,,0,0,0,,,,,,,,,,
40300373,卡仑卡片（7天）,MonsterCard/UI_MonsterCard_kalun.jpg,4,0=48=500|1=510030262=0,3,,0,0,0,,,,,,,,,,
40100813,冰暴骑士卡片（7天）,MonsterCard/UI_MonsterCard_bingbaoqishi.jpg,4,1=510030363=0|1=510030464=0|1=510030666=0,1,,0,0,0,,,,,,,,,,
40100803,时间管理人卡片（7天）,MonsterCard/UI_MonsterCard_timezhipeizhe.jpg,4,0=37=2000|0=88=1000|0=82=-500,1,,0,0,0,,,,,,,,,,
40300393,塔奥群卡卡片（7天）,MonsterCard/UI_MonsterCard_TaAoQunKa.jpg,4,0=48=10000|0=33=-4000|0=42=-4000,3,,0,0,0,,,,,,,,,,
40100883,半龙人卡片（7天）,MonsterCard/UI_MonsterCard_BanLongRen.jpg,4,0=174=1500|1=510030868=0,1,,0,0,0,,,,,,,,,,
401000101,觉醒：绿棉虫卡片,MonsterCard/UI_MonsterCard_Lvmianchong.jpg,1,0=22=1|0=47=100,1,,0,0,0,,,,,,,4010001,,1=4010001=1|2=4010001=3|3=4010001=6,1=0=47=100|2=0=22=2|3=0=48=150
401000201,觉醒：疯兔卡片,MonsterCard/UI_MonsterCard_Fengtu.jpg,1,0=24=1|0=55=1|0=53=1,1,,0,0,0,,,,,,,4010002,,1=4010002=1|2=4010002=3|3=4010002=6,1=0=28=100|2=0=55=2|3=0=28=200
401000301,觉醒：小野猪卡片,MonsterCard/UI_MonsterCard_Xiaoyezhu.jpg,1,0=27=5|0=36=5|1=510014001=0,1,,0,0,0,,,,,,,4010003,,1=4010003=1|2=4010003=3|3=4010003=6,1=0=425=100|2=0=425=200|3=1=530114001=0
401000401,觉醒：曼陀罗魔花卡片,MonsterCard/UI_MonsterCard_Mantuoluomohua.jpg,2,0=192=2000,1,,0,0,0,,,,,,,4010004,,1=4010004=1|2=4010004=2|3=4010004=4,1=0=192=200|2=0=192=300|3=0=192=500
401000501,觉醒：吸血蝙蝠卡片,MonsterCard/UI_MonsterCard_Xixuebianfu.jpg,1,0=27=5|0=36=5|1=510014102=0,1,,0,0,0,,,,,,,4010005,,1=4010005=1|2=4010005=3|3=4010005=6,1=0=421=5|2=0=421=10|3=1=530114101=0
401000601,觉醒：大嘴鸟蛋卡片,MonsterCard/UI_MonsterCard_Dazuiniaodan.jpg,2,0=207=2000,1,,0,0,0,,,,,,,4010006,,1=4010006=1|2=4010006=2|3=4010006=4,1=0=207=200|2=0=207=300|3=0=207=500
401000701,觉醒：蝎子卡片,MonsterCard/UI_MonsterCard_Xiezi.jpg,2,0=205=2000,1,,0,0,0,,,,,,,4010007,,1=4010007=1|2=4010007=2|3=4010007=4,1=0=205=200|2=0=205=300|3=0=205=500
401000801,觉醒：土波利卡片,MonsterCard/UI_MonsterCard_Tuboli.jpg,1,0=20=1|0=51=3|1=510022283=0,1,,0,0,0,,,,,,,4010008,,1=4010008=1|2=4010008=3|3=4010008=6,1=0=20=1|2=0=51=2|3=0=422=300
401000901,觉醒：狼卡片,MonsterCard/UI_MonsterCard_Lang.jpg,1,0=27=15|0=55=1,1,,0,0,0,,,,,,,4010009,,1=4010009=1|2=4010009=2|3=4010009=4,1=0=55=4|2=0=27=30|3=0=59=300
401001001,觉醒：海葵卡片,MonsterCard/UI_MonsterCard_Haikui.jpg,3,0=203=2000,1,,0,0,0,,,,,,,4010010,,1=30000051=200|2=4010010=1|3=4010010=2,1=0=203=200|2=0=203=300|3=0=203=500
401001101,觉醒：海盗之王卡片,MonsterCard/UI_MonsterCard_Haidaozhiwang.jpg,4,1=510014910=0|1=510025414=0,1,,0,0,0,,,,,,,4010011,,,1=1=530125401=0|2=1=530225402=0|3=1=530325403=0
401001201,觉醒：青蛇卡片,MonsterCard/UI_MonsterCard_Qingshe.jpg,1,0=36=20,1,,0,0,0,,,,,,,4010012,,1=4010012=1|2=4010012=2|3=4010012=4,1=0=36=20|2=0=36=20|3=0=37=500
401001301,觉醒：螃蟹卡片,MonsterCard/UI_MonsterCard_Pangxie.jpg,2,0=194=2000,1,,0,0,0,,,,,,,4010013,,1=4010013=1|2=4010013=2|3=4010013=4,1=0=194=200|2=0=194=300|3=0=194=500
401001401,觉醒：水母卡片,MonsterCard/UI_MonsterCard_Shuimu.jpg,1,0=27=15|0=36=15|1=510015112=0,1,,0,0,0,,,,,,,4010014,,1=4010014=1|2=4010014=2|3=4010014=4,1=0=421=10|2=0=421=15|3=1=530115101=0
401001501,觉醒：哥布灵卡片,MonsterCard/UI_MonsterCard_Gebulin.jpg,2,0=202=2000,1,,0,0,0,,,,,,,4010015,,1=4010015=1|2=4010015=2|3=4010015=4,1=0=202=200|2=0=202=300|3=0=202=500
401001701,觉醒：哥布灵首领卡片,MonsterCard/UI_MonsterCard_Gebulinshouling.jpg,2,1=510015213=0|1=510023899=0,1,,0,0,0,,,,,,,4010017,,1=30000051=200|2=4010017=1|3=4010017=2,1=1=530123801=0|2=1=530223802=0|3=1=530323803=0
401001801,觉醒：巴风特卡片,MonsterCard/UI_MonsterCard_Bafengte.jpg,4,0=51=-10|0=71=500|1=907401=0,1,,0,0,0,,,,,,,4010018,,,1=0=69=500|2=1=530907401=0|3=1=530917401=0
401001901,觉醒：白蚁卡片,MonsterCard/UI_MonsterCard_Baiyi.jpg,1,0=27=20,1,,0,0,0,,,,,,,4010019,,1=4010019=1|2=4010019=2|3=4010019=4,1=0=27=20|2=0=27=20|3=0=28=500
401002501,觉醒：弓箭哥布灵卡片,MonsterCard/UI_MonsterCard_Gongjiangebulin.jpg,3,0=59=1000|1=510015617=0,1,,0,0,0,,,,,,,4010025,,1=30000051=200|2=4010025=1|3=4010025=2,1=0=55=5|2=0=59=200|3=0=59=300
401002601,觉醒：喷射哥布灵卡片,MonsterCard/UI_MonsterCard_Penshegebulin.jpg,3,0=59=1000|1=510015718=0,1,,0,0,0,,,,,,,4010026,,1=30000051=200|2=4010026=1|3=4010026=2,1=0=55=5|2=0=59=200|3=0=59=300
401002701,觉醒：直升机哥布灵卡片,MonsterCard/UI_MonsterCard_Zhishengjigebulin.jpg,3,0=59=1000|1=510015819=0,1,,0,0,0,,,,,,,4010027,,1=30000051=200|2=4010027=1|3=4010027=2,1=0=55=5|2=0=59=200|3=0=59=300
401002801,觉醒：沙漠之狼卡片,MonsterCard/UI_MonsterCard_Shamozhilang.jpg,3,0=27=20|0=36=20|0=222=1800,1,,0,0,0,,,,,,,4010028,,1=30000051=200|2=4010028=1|3=4010028=2,1=0=14=20|2=0=18=15|3=1=510014203=0
401002901,觉醒：邪骸弓箭手卡片,MonsterCard/UI_MonsterCard_Xiehaigongjianshou.jpg,2,0=249=1000,1,,0,0,0,,,,,,,4010029,,1=30000051=200|2=4010029=1|3=4010029=2,1=0=249=100|2=0=249=150|3=0=249=250
401003001,觉醒：邪骸士兵卡片,MonsterCard/UI_MonsterCard_Xiehaishibing.jpg,3,0=55=9,1,,0,0,0,,,,,,,4010030,,1=30000051=200|2=4010030=1|3=4010030=2,1=0=55=5|2=0=55=10|3=0=59=500
401003101,觉醒：黑蛇卡片,MonsterCard/UI_MonsterCard_heishe.jpg,3,1=510019859=0,1,,0,0,0,,,,,,,4010031,,1=30000051=200|2=4010031=1|3=4010031=2,1=1=530119801=0|2=1=530219802=0|3=1=530319803=0
401003201,觉醒：木乃伊卡片,MonsterCard/UI_MonsterCard_Munaiyi.jpg,1,0=51=20,1,,0,0,0,,,,,,,4010032,,1=4010032=1|2=4010032=2|3=4010032=4,1=0=421=25|2=0=421=50|3=0=421=100
401003301,觉醒：噬人花卡片,MonsterCard/UI_MonsterCard_Shirenhua.jpg,2,0=208=2000,1,,0,0,0,,,,,,,4010033,,1=4010033=1|2=4010033=2|3=4010033=4,1=0=208=200|2=0=208=300|3=0=208=500
401003401,觉醒：蜂兵卡片,MonsterCard/UI_MonsterCard_Fengbing.jpg,1,0=14=2|0=192=500,1,,0,0,0,,,,,,,4010034,,1=4010034=1|2=4010034=3|3=4010034=6,1=0=14=1|2=0=192=200|3=0=192=300
401003501,觉醒：海神卡片,MonsterCard/UI_MonsterCard_Haishen.jpg,2,0=204=2000,1,,0,0,0,,,,,,,4010035,,1=4010035=1|2=4010035=2|3=4010035=4,1=0=204=200|2=0=204=300|3=0=204=500
401003601,觉醒：魔锅蛋卡片,MonsterCard/UI_MonsterCard_Moguodan.jpg,1,0=27=10|0=36=10|1=510016324=0,1,,0,0,0,,,,,,,4010036,,1=4010036=1|2=4010036=3|3=4010036=6,1=0=421=5|2=0=421=10|3=1=530116301=0
401003701,觉醒：皮里恩卡片,MonsterCard/UI_MonsterCard_Pilien.jpg,4,0=51=100|1=510025616=0,1,,0,0,0,,,,,,,4010037,,,1=0=51=100|2=1=530125601=0|3=1=530225602=0
401003801,觉醒：红蝙蝠卡片,MonsterCard/UI_MonsterCard_Hongbianfu.jpg,2,0=195=2000,1,,0,0,0,,,,,,,4010038,,1=4010038=1|2=4010038=2|3=4010038=4,1=0=195=200|2=0=195=300|3=0=195=500
401003901,觉醒：诺可伊卡片,MonsterCard/UI_MonsterCard_Nuokeyi.jpg,1,0=27=25|0=36=25|1=510016627=0,1,,0,0,0,,,,,,,4010039,,1=4010039=1|2=4010039=2|3=4010039=4,1=0=421=25|2=0=421=50|3=1=530116601=0
401004001,觉醒：米洛斯卡片,MonsterCard/UI_MonsterCard_Miluosi.jpg,3,0=27=20|0=36=20|0=224=1800,1,,0,0,0,,,,,,,4010040,,1=30000051=200|2=4010040=1|3=4010040=2,1=0=224=200|2=0=224=300|3=0=224=400
401004101,觉醒：变异的小野猪卡片,MonsterCard/UI_MonsterCard_Xiaoyezhu.jpg,1,0=27=7|0=36=7,1,,0,0,0,,,,,,,4010041,,1=4010041=1|2=4010041=3|3=4010041=6,1=0=14=20|2=0=18=15|3=1=510014203=0
401004201,觉醒：邪骸战士卡片,MonsterCard/UI_MonsterCard_Xiehaizhanshi.jpg,1,0=27=10|0=36=10|1=510017839=0,1,,0,0,0,,,,,,,4010042,,1=4010042=1|2=4010042=3|3=4010042=6,1=0=421=5|2=0=421=10|3=1=530117801=0
401004301,觉醒：浮勒盗虫卡片,MonsterCard/UI_MonsterCard_Fuledaochong.jpg,1,0=18=1|0=53=1|0=27=5,1,,0,0,0,,,,,,,4010043,,1=4010043=1|2=4010043=3|3=4010043=6,1=0=27=5|2=0=18=1|3=0=27=10
401004401,觉醒：漂浮虫卡片,MonsterCard/UI_MonsterCard_Piaofuchong.jpg,1,0=27=15|0=36=15|1=510017940=0,1,,0,0,0,,,,,,,4010044,,1=4010044=1|2=4010044=2|3=4010044=4,1=0=421=10|2=0=421=15|3=1=530117901=0
401004501,觉醒：兽人女战士卡片,MonsterCard/UI_MonsterCard_Shourennvzhanshi.jpg,2,1=510018041=0,1,,0,0,0,,,,,,,4010045,,1=4010045=1|2=4010045=2|3=4010045=4,1=0=193=300|2=0=193=500|3=0=193=700
401004601,觉醒：邪骸矿工卡片,MonsterCard/UI_MonsterCard_Xiehaikuanggong.jpg,3,0=27=20|0=36=20|0=223=1800,1,,0,0,0,,,,,,,4010046,,1=30000051=200|2=4010046=1|3=4010046=2,1=0=223=200|2=0=223=300|3=0=223=400
401004701,觉醒：邪骸兽人卡片,MonsterCard/UI_MonsterCard_Xiehaishouren.jpg,2,0=197=2000,1,,0,0,0,,,,,,,4010047,,1=4010047=1|2=4010047=2|3=4010047=4,1=0=197=200|2=0=197=300|3=0=197=500
401004801,觉醒：兹诺克卡片,MonsterCard/UI_MonsterCard_Zinuoke.jpg,1,0=27=10|0=36=10|1=510018142=0,1,,0,0,0,,,,,,,4010048,,1=4010048=1|2=4010048=3|3=4010048=6,1=0=421=10|2=0=421=10|3=1=530118101=0
