Id,NameDesign,Desc,Name,IsIP,SkillUuid,EffectIDs,TargetType,SkillScriptType,SpecialSkillType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea
320103,蓄气,,蓄气,1,320103,32010301|32010302|32010303|32010304|32010305,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Monk,UI_Icon_Skill_Monk_XuQi.png,Player_Monk,AutoBattle_Player_Monk_XuQi,主动效果：武僧运行体内的气使其具象化，引出一颗气弹跟随身边，武僧使用部分技能需要消耗数量不等的气弹，可召唤至多<color=$$Yellow$$>5</color>颗；被动效果：每颗气弹提升<color=$$Yellow$$>{0}</color>点装备物理攻击,吟唱不会被伤害打断,,,,
320104,爆气,,爆气,1,320104,32010401|32010402|32010403|32010404|32010405,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=1,,0,0,,,,,,,0,,0,0,,,0,0,320103=5=0,2,Skill_Monk,UI_Icon_Skill_Monk_BaoQi.png,Player_Monk,AutoBattle_Player_Monk_BaoQi,武僧将气弹转化为环绕身体的气，生效期间提升<color=$$Yellow$$>{0}</color>暴击，持续<color=$$Yellow$$>180</color>秒,爆气状态下无法自然回复HP以及SP,武僧将气弹转化为环绕身体的气,,,
320105,六合拳,,六合拳,1,320105,32010501|32010502|32010503|32010504|32010505|32010506|32010507|32010508|32010509|32010510,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Monk,UI_Icon_Skill_Monk_LiuHeQuan.png,Player_Monk,,武僧进行普通攻击时<color=$$Yellow$$>{0}</color>%几率发动3段连续攻击，对指定单体目标造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害,普通攻击暴击可以触发六合拳,,,,
320106,连环全身掌,,连环全身掌,1,320106,32010601|32010602|32010603|32010604|32010605,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,320105=5=1,0,Skill_Monk,UI_Icon_Skill_Monk_LianHuanQuanShenZhang.png,Player_Monk,AutoBattle_Player_Monk_LianHuanQuanShenZhang,触发<color=$$Yellow$$>六合拳</color>后延迟状态内允许释放的连招技能，对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,对指定单体目标造成无属性物理伤害,,,
320107,猛龙夸强,,猛龙夸强,1,320107,32010701|32010702|32010703|32010704|32010705,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,3=2,,0,0,,,,,,,0,,0,0,,,0,0,320106=5=1,0,Skill_Monk,UI_Icon_Skill_Monk_MengLongKuaQiang.png,Player_Monk,AutoBattle_Player_Monk_MengLongKuaQiang,触发<color=$$Yellow$$>连环全身掌</color>后延迟状态内允许释放的连招技能，对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
320108,浸透劲,,浸透劲,1,320108,32010801|32010802|32010803|32010804|32010805|32010806|32010807|32010808|32010809|32010810,4,,,0,0,1,0,1,1,0.25,1,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,320103=1=1,0,Skill_Monk,UI_Icon_Skill_Monk_JinTouJin.png,Player_Monk,AutoBattle_Player_Monk_JinTouJin,将气打入敌人体内，对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害，以及目标<color=$$Yellow$$>装备DEF/2</color>%额外无属性物理伤害，若处于<color=$$Yellow$$>爆气</color>状态下使用，不再消耗气弹,目标装备DEF越高受到伤害越高/爆气状态下不消耗气弹,将气打入敌人体内，对指定单体目标造成无属性物理伤害,,,
320109,5气弹阿修罗霸凰拳,,阿修罗霸凰拳,1,320109,32010901|32010902|32010903|32010904|32010905,4,,,0,0,1,0,1,0,,0,0,1,10,0,0,,,,,,0,,3=3,,0,0,,,,,,,0,,0,0,,,0,0,320104=5=0,0,Skill_Monk,UI_Icon_Skill_Monk_AXiuLuoBaHuangQuan.png,Player_Monk,AutoBattle_Player_Monk_AXiuLuoBaHuangQuan,需要在<color=$$Yellow$$>爆气</color>状态下使用，消耗所有气弹以及SP对指定单体目标造成<color=$$Yellow$$>[(8+剩余SP/{0})*100]</color>%+<color=$$Yellow$$>{1}</color>必中强制无属性物理伤害，释放后爆气状态解除且10秒内无法回复SP,触发猛龙夸强后延迟状态内允许释放/触发气绝崩击后延迟状态内允许释放,消耗所有气弹以及SP对单体目标强制无属性物理伤害,,,
320110,运气调息,,运气调息,1,320110,32011001|32011002|32011003|32011004|32011005,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,2=4,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Monk,UI_Icon_Skill_Monk_YunQiTiaoXi.png,Player_Monk,,永久性提升生命与法力自然回复速度，每10秒回复<color=$$Yellow$$>(MHP/500+{0})*{1}</color>点生命值，<color=$$Yellow$$>({2}*2)+(MSP*0.002*{3})</color>点法力值,,,,,
320111,移花接木,,移花接木,1,320111,32011101|32011102|32011103|32011104|32011105,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,2=5,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Monk,UI_Icon_Skill_Monk_YiHuaJieMu.png,Player_Monk,,永久性提升<color=$$Yellow$$>{0}</color>点闪避值，额外提升<color=$$Yellow$$>{1}</color>%绝对闪避,,,,,
320112,弓身弹影,,弓身弹影,1,320112,32011201,4,,,1,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=4,,0,0,,,,,,,1,,0,0,,,0,0,320110=3=1,2,Skill_Monk,UI_Icon_Skill_Monk_GongShenTanYing.png,Player_Monk,AutoBattle_Player_Monk_GongShenTanYing,快速突进一定距离，无法穿越障碍地形,,,,,
320113,金刚不坏,,金刚不坏,1,320113,32011301|32011302|32011303|32011304|32011305|32011306|32011307|32011308|32011309|32011310,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=5,,0,0,,,,,,,0,,0,0,,,0,0,320111=3=1,2,Skill_Monk,UI_Icon_Skill_Monk_JinGangBuHuai.png,Player_Monk,AutoBattle_Player_Monk_JinGangBuHuai,进入金刚不坏状态，减少<color=$$Yellow$$>{0}</color>%所受到的伤害，但降低<color=$$Yellow$$>{1}</color>%攻击速度以及<color=$$Yellow$$>{2}</color>%移动速度，持续<color=$$Yellow$$>{3}</color>秒,金刚不坏状态下技能无法释放普通攻击以外的主动技能,,,,
320114,吸气,,吸气,1,320114,32011401,0,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Monk,UI_Icon_Skill_Monk_XiQi.png,Player_Monk,,,,,,,
320115,蓄气上限判定,,蓄气上限判定,0,320115,32011501|32011502|32011503|32011504|32011505,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,,,0,0,,,,,,,0,,1,0,,,-1,0,,3,,,,,,,,,,
320116,六合拳主动技能,,六合拳,1,320116,32011601|32011602|32011603|32011604|32011605|32011606|32011607|32011608|32011609|32011610,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Player_Monk,AutoBattle_Player_Monk_LianHuanQuanShenZhang,,,,,,
320117,4气弹阿修罗霸凰拳,,阿修罗霸凰拳,1,320109,32011701|32011702|32011703|32011704|32011705,4,,,0,0,1,0,1,0,,0,0,1,10,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Monk,UI_Icon_Skill_Monk_AXiuLuoBaHuangQuan.png,Player_Monk,AutoBattle_Player_Monk_AXiuLuoBaHuangQuan4,需要在<color=$$Yellow$$>爆气</color>状态下使用，消耗所有气弹以及SP对指定单体目标造成<color=$$Yellow$$>(8+剩余SP/{0})*100</color>%+<color=$$Yellow$$>{1}</color>必中强制无属性物理伤害，释放后爆气状态解除且10秒内无法回复SP，5分钟内无法自然恢复生命值以及魔法值,触发猛龙夸强后延迟状态内允许释放/触发气绝崩击后延迟状态内允许释放,,,,
320118,0气弹阿修罗霸凰拳,,阿修罗霸凰拳,1,320109,32011801|32011802|32011803|32011804|32011805,4,,,0,0,1,0,1,0,,0,0,1,10,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Monk,UI_Icon_Skill_Monk_AXiuLuoBaHuangQuan.png,Player_Monk,AutoBattle_Player_Monk_AXiuLuoBaHuangQuan1,需要在<color=$$Yellow$$>爆气</color>状态下使用，消耗所有气弹以及SP对指定单体目标造成<color=$$Yellow$$>(8+剩余SP/{0})*100</color>%+<color=$$Yellow$$>{1}</color>必中强制无属性物理伤害，释放后爆气状态解除且10秒内无法回复SP，5分钟内无法自然恢复生命值以及魔法值,触发猛龙夸强后延迟状态内允许释放/触发气绝崩击后延迟状态内允许释放,,,,
320119,蓄气气弹攻击力,,,0,320119,32011901|32011902|32011903|32011904|32011905,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,,,0,0,,,,,,,0,,1,0,,,-1,0,,3,,,,,,,,,,
320201,攻击（武术宗师）,,攻击,1,320201,32020101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Champion,AutoBattle_Player_Champion_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
320202,狂蓄气,,狂蓄气,1,320202,32020201|32020202|32020203|32020204|32020205,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,320103=5=0,2,Skill_Monk,UI_Icon_Skill_Monk_KuangXuQi.png,Player_Champion,AutoBattle_Player_Champion_KuangXuQi,武术宗师对气的运用更加娴熟，可一次引出全部<color=$$Yellow$$>5</color>颗气弹,,武术宗师一次引出全部5颗气弹,,,
320203,伏虎拳,,伏虎拳,1,320203,32020301|32020302|32020303|32020304|32020305,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,0,0,,,0,0,320107=5=1,0,Skill_Monk,UI_Icon_Skill_Monk_FuHuQuan.png,Player_Champion,AutoBattle_Player_Champion_FuHuQuan,触发<color=$$Yellow$$>猛龙夸强</color>后延迟状态内允许释放的连招技能，对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害，并且<color=$$Yellow$$>{1}</color>%几率使目标定身,,对指定单体目标造成无属性物理伤害,,,
320204,气绝崩击,,气绝崩击,1,320204,32020401|32020402|32020403|32020404|32020405|32020406|32020407|32020408|32020409|32020410,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,320203=5=1,0,Skill_Monk,UI_Icon_Skill_Monk_QiJueBengJi.png,Player_Champion,AutoBattle_Player_Champion_QiJueBengJi,触发<color=$$Yellow$$>猛龙夸强/伏虎拳</color>后延迟状态内允许释放的连招技能，对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害，消耗2颗气弹可触发此技能，每额外消耗1颗气弹可额外增加<color=$$Yellow$$>15</color>%技能伤害，最多消耗5颗气弹额外增加<color=$$Yellow$$>45</color>%技能伤害,,对指定单体目标造成无属性物理伤害,,,
320205,弹指神通,,弹指神通,1,320205,32020501|32020502|32020503|32020504|32020505|32020506|32020507|32020508|32020509|32020510,4,,,0,1,1,0,1,0,,0,0,1,0,1,0,1,1,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,320202=1=1,0,Skill_Monk,UI_Icon_Skill_Monk_TanZhiShenTong.png,Player_Champion,AutoBattle_Player_Champion_TanZhiShenTong,将气弹对敌人远距离发射，对指定单体目标发射至多<color=$$Yellow$$>{0}</color>颗气弹，每颗气弹造成<color=$$Yellow$$>{1}</color>%无属性物理伤害,吟唱不会被伤害打断,将气弹对敌人远距离发射，造成物理伤害,,,
320206,真剑百破道,,真剑百破道,1,320206,32020601|32020602|32020603|32020604|32020605,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=5,,0,0,,,,,,,0,,0,0,,,0,0,320111=5=0,2,Skill_Monk,UI_Icon_Skill_Monk_ZhenJianBaiPoDao.png,Player_Champion,,进入真剑百破道“接招”状态，效果持续时间内，若受到近战物理伤害则连同自身和攻击者一同进入行动停止状态，持续<color=$$Yellow$$>{0}</color>秒，随着技能等级提升会额外获得允许发动技能的能力,Lv.2级时允许释放弹指神通/Lv.3级时允许释放浸透劲/Lv.4级时允许释放连环全身掌/Lv.5级时允许释放阿修罗霸凰拳,,,,
320207,猛虎硬爬山,,猛虎硬爬山,1,320207,32020701|32020702|32020703|32020704|32020705,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=3,,0,0,,,,,,,0,,0,0,,,0,0,320104=5=0,0,Skill_Monk,UI_Icon_Skill_Monk_MengHuYingPaShan.png,Player_Champion,AutoBattle_Player_Champion_MengHuYingPaShan,摆出猛虎的架势，对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害并附带击退效果,需要爆气状态下允许释放/击退效果先于伤害触发,,,,
320208,拳意相通,,拳意相通,0,320208,32020801|32020802|32020803|32020804|32020805|32020806|32020807|32020808|32020809|32020810,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=3,,0,0,,,,,,,0,,1,0,,,-1,0,320102=5=0,3,Skill_Monk,UI_Icon_Skill_Monk_QuanYiXiangTong.png,Player_Champion,,进一步增加拳套武器熟练度，提高<color=$$Yellow$$>{0}</color>%物理攻击力,需要装备拳套类武器,,,,
320209,四象之拳,,四象之拳,1,320209,32020901|32020902|32020903|32020904|32020905|32020906|32020907|32020908|32020909|32020910,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=1,,0,0,,,,,,,0,,0,0,,,0,0,320202=5=0,2,Skill_Monk,UI_Icon_Skill_Monk_SiXiangZhiQuan.png,Player_Champion,AutoBattle_Player_Champion_SiXiangZhiQuan,消耗自身所有的气弹强化<color=$$Yellow$$>六合拳</color>，消耗2颗气弹触发六合拳效果时降低目标<color=$$Yellow$$>{0}</color>点敏捷，<color=$$Yellow$$>{1}</color>%移动速度，持续<color=$$Yellow$$>{2}</color>秒，消耗3颗气弹触发六合拳效果时获得<color=$$Yellow$$>{3}</color>%攻击速度，持续<color=$$Yellow$$>{4}</color>秒，消耗4颗气弹触发六合拳效果时回复自身<color=$$Yellow$$>{5}</color>%生命值，消耗5颗气弹触发六合拳效果时提升<color=$$Yellow$$>{6}</color>%六合拳伤害，四象之拳持续<color=$$Yellow$$>{7}</color>秒,同一时间四象之拳的强化六合拳效果只能存在一个,,,,
320210,屏气宁神,,屏气宁神,0,320210,32021001|32021002|32021003|32021004|32021005|32021006|32021007|32021008|32021009|32021010,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,0,0,,,0,0,320110=5=0,2,Skill_Monk,UI_Icon_Skill_Monk_BingQiNingShen.png,Player_Champion,,摒弃一切杂念获得快速的回复能力，3秒内回复<color=$$Yellow$$>{0}</color>%生命值与<color=$$Yellow$$>{1}</color>%法力值,,,,,
320211,真剑百破道上buff,,,0,320211,32021101|32021102|32021103|32021104|32021105,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_Champion,,,,,,,
500001,普通攻击（盗贼）,,攻击,1,500001,50000101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Thief,AutoBattle_Player_Thief_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
500002,紧急治疗（盗贼）,,紧急治疗,1,500002,50000201,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,0,1,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_JinJiZhiLiao.png,Player_Thief,AutoBattle_Player_Thief_JinJiZhiLiao,紧急治疗自己，固定恢复自身100点生命值,,,,,
500003,装死（盗贼）,,装死,1,500003,50000301,1,,,3,0,2,0,2,0,,0,0,0,,0,0,,,,,,0,,1=3,,1,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_ZhuangSi.png,Player_Thief,,迅速躺倒，使攻击中的魔物失去目标并脱离战斗，持续时间内再次点击则取消该状态,装死对绝大部分MVP，Mini等强力怪物无效,,,,
500004,偷窃,,偷窃,1,500004,50000401|50000402|50000403|50000404|50000405|50000406|50000407|50000408|50000409|50000410,4,,,0,0,1,1,2,0,,0,0,1,,0,0,,,,,,0,,1=5,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_touqie.png,Player_Thief,AutoBattle_Player_Thief_TouQie,指定敌方魔物进行偷窃，有<color=$$Yellow$$>{0}</color>%几率随机获得目标魔物可掉落物品，不会影响到魔物死亡掉落，掉率受疲劳值影响。在副本中无法释放，无法对玩家、MVP和精英魔物释放,,,,,
500005,隐匿,,隐匿,1,500005,50000501|50000502|50000503|50000504|50000505|50000506|50000507|50000508|50000509|50000510,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=4,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_YinNi.png,Player_Thief,AutoBattle_Player_Thief_YinNi,立即进入隐身，隐匿生效期间无法被敌方发现，降低<color=$$Yellow$$>{0}</color>%移动速度，每<color=$$Yellow$$>{1}</color>秒消耗1点魔法值，持续<color=$$Yellow$$>{2}</color>秒,受到伤害时会打破隐匿状态,,,,
500006,施毒,,施毒,1,500006,50000601|50000602|50000603|50000604|50000605|50000606|50000607|50000608|50000609|50000610,1,,,3,0,2,0,2,1,0.25,1,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_shidu.png,Player_Thief,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害，普攻时有<color=$$Yellow$$>{1}</color>%几率可使目标中毒，中毒时额外造成<color=$$Yellow$$>{2}</color>点每秒毒性伤害，效果持续<color=$$Yellow$$>{3}</color>秒,,,,,
500007,解毒,,解毒,1,500007,50000701,2,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,2=5,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_JieDu.png,Player_Thief,AutoBattle_Player_Thief_JieDu,解除自身及范围内队友中毒效果,,,,,
500008,后退回避,,后退回避,0,500008,50000801,4,,,1,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=5,,0,0,,,,,,,1,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,Player_Thief,AutoBattle_Player_Thief_HouTuiHuiBi,快速后退一定距离，并且获得15%移动速度加成，持续10秒,,,,,
500009,闪避护盾,,闪避护盾,1,500009,50000901|50000902|50000903|50000904|50000905,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=3,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_ShanBiHuDun.png,Player_Thief,AutoBattle_Player_Thief_ShanBiHuDun,短时间内提升自身<color=$$Yellow$$>{0}</color>点闪避值，并且有<color=$$Yellow$$>{1}</color>%几率完全回避，持续5秒,,,,,
500010,二刀连击,,二刀连击,1,500010,50001001|50001002|50001003|50001004|50001005|50001006|50001007|50001008|50001009|50001010,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=1,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Thief,UI_Icon_Skill_Thief_ErDaoLianJi.png,Player_Thief,,使用短剑普通攻击时，有<color=$$Yellow$$>{0}</color>%几率造成双倍伤害，装备拳刃时，增加<color=$$Yellow$$>{1}</color>%拳刃副手攻击伤害,双倍伤害效果必须装备短剑类主手或副手武器，分开计算左右手的触发概率，且伤害暴击时无法触发,使用短剑普攻时概率额外触发一次攻击,,,
500011,残影,,残影,1,500011,50001101|50001102|50001103|50001104|50001105|50001106|50001107|50001108|50001109|50001110,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,3=1,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Thief,UI_Icon_Skill_Thief_CanYing.png,Player_Thief,,永久性提升<color=$$Yellow$$>{0}</color>点闪避值，同时获得<color=$$Yellow$$>{1}</color>%移动速度加成,,,,,
500012,伏击,,伏击,0,500012,50001201|50001202|50001203|50001204|50001205|50001206|50001207|50001208|50001209|50001210,4,,,0,0,1,0,1,0,,0,0,1,0,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_fuji.png,Player_Thief,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%必中物理攻击伤害，隐匿状态下使用使目标眩晕3秒,,,,,
500014,黑暗瞬间（新手副本）,,黑暗瞬间,1,500014,50001401,4,,,3,0,1,0,1,0,,0,1,1,0,1,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_HeiAnShunJian.png,Player_Thief,,,,,,,
500015,音速投掷（新手副本）,,音速投掷,1,500015,50001501,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Thief,,,,,,,
500016,深红切割（新手副本）,,深红切割,0,500016,50001601,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Thief,,,,,,,
500017,隐匿,,隐匿,1,500017,50001701,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_YinNi.png,Player_Thief,,立即进入隐身状态，持续30秒，持续时间内难以被敌方目标看见，同时自身每<color=$$Yellow$$>{0}</color>秒消耗1点SP,,,,,
500018,毒性爆发,,毒性爆发,0,500018,50001801|50001802|50001803|50001804|50001805|50001806|50001807|50001808|50001809|50001810,4,,,2,0,1,0,1,0,,0,1,1,5,0,0,,,,,,0,,,,1,0,,,,,,,1,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_duxingbaofa.png,Player_Thief,AutoBattle_Player_Thief_DuXingBaoFa,在指定区域内释放毒雾，对范围内最多10只魔物造成<color=$$Yellow$$>{0}</color>%毒属性物理伤害，若毒雾内有任意目标附带【施毒】的中毒效果，则范围内所有最多10只魔物都获得<color=$$Yellow$$>Lv{1}</color>【施毒】的中毒效果，效果持续<color=$$Yellow$$>{2}</color>秒,,,,,
500019,普通攻击（盗贼）（新手副本）,,攻击,1,500019,50001901,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Thief,,,,,,,
500020,闪避护盾（新手副本）,,闪避护盾,1,500020,50002001,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=5,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Thief,UI_Icon_Skill_Thief_ShanBiHuDun.png,Player_Thief,,,,,,,
500021,伏击（新手副本）,,伏击,1,500021,50002101,4,,,0,0,1,0,1,0,,0,0,1,0,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_fuji.png,Player_Thief,,,,,,,
500022,强攻（盗贼）,,强攻,0,500022,50002201,4,,,0,0,1,0,2,0,,0,0,1,0,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_QiangGong.png,Player_Thief,AutoBattle_Player_Thief_QiangGong,用力重击敌方目标，造成<color=$$Yellow$$>80</color>点固定伤害,,,,,
500023,装死起身,,起身,0,500023,50002301,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,1,,,500003,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_QiSheng.png,Player_Thief,,解除假死状态,,,,,
500024,施毒,,施毒,1,500024,50002401|50002402|50002403|50002404|50002405|50002406|50002407|50002408|50002409|50002410,4,,,0,0,1,0,1,1,0.25,1,0,1,5,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_shidu.png,Player_Thief,AutoBattle_Player_Thief_ShiDu,对指定单体目标造成<color=$$Yellow$$>{0}</color>*(人物等级-10)+50毒属性物理伤害(人物等级最多计45级)，并有<color=$$Yellow$$>{1}</color>%几率使目标中毒：每秒受到<color=$$Yellow$$>{2}</color>%最大血量伤害，持续<color=$$Yellow$$>{3}</color>秒，若目标血量降低至<color=$$Yellow$$>{4}</color>%，中毒状态则不再生效,中毒概率和持续时间受体质和幸运属性值影响,对指定敌方目标造成毒属性物理伤害,,,
500025,诡诈把戏,,诡诈把戏,0,500025,50002501|50002502|50002503|50002504|50002505|50002506|50002507|50002508|50002509|50002510,1,,,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,500010=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,
510101,普通攻击（刺客）,,攻击,1,510101,51010101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Assassin,AutoBattle_Player_Assassin_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
