Id,SkillUuid,Level,NameDesign,Desc,Name,IsIP,TargetType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillEffectElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea,Skill_Text,SkillID,SkillEffectNum,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,ScriptParameter,SkillScriptPrefix,SkillScriptPostfix,SkillGroupID
50002504,500025,4,诡诈把戏,,诡诈把戏,0,1,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,50001001=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,,盗贼,500025,1,10,,18000,200,0,0,3,1,1,18000,0,0,0,3,1,1,0,3,100,,,,7=14,,0,0,0,,0,,180|200,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,Player_Thief_DaoShan,0=1|1=1|16=1,500025
50002505,500025,5,诡诈把戏,,诡诈把戏,0,1,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,50001001=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,,盗贼,500025,1,10,,20000,250,0,0,3,1,1,20000,0,0,0,3,1,1,0,3,100,,,,7=15,,0,0,0,,0,,200|250,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,Player_Thief_DaoShan,0=1|1=1|16=1,500025
50002506,500025,6,诡诈把戏,,诡诈把戏,0,1,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,50001001=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,,盗贼,500025,1,10,,22000,300,0,0,3,1,1,22000,0,0,0,3,1,1,0,3,100,,,,7=16,,0,0,0,,0,,220|300,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,Player_Thief_DaoShan,0=1|1=1|16=1,500025
50002507,500025,7,诡诈把戏,,诡诈把戏,0,1,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,50001001=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,,盗贼,500025,1,10,,24000,350,0,0,3,1,1,24000,0,0,0,3,1,1,0,3,100,,,,7=17,,0,0,0,,0,,240|350,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,Player_Thief_DaoShan,0=1|1=1|16=1,500025
50002508,500025,8,诡诈把戏,,诡诈把戏,0,1,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,50001001=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,,盗贼,500025,1,10,,26000,400,0,0,3,1,1,26000,0,0,0,3,1,1,0,3,100,,,,7=18,,0,0,0,,0,,260|400,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,Player_Thief_DaoShan,0=1|1=1|16=1,500025
50002509,500025,9,诡诈把戏,,诡诈把戏,0,1,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,50001001=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,,盗贼,500025,1,10,,28000,450,0,0,3,1,1,28000,0,0,0,3,1,1,0,3,100,,,,7=19,,0,0,0,,0,,280|450,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,Player_Thief_DaoShan,0=1|1=1|16=1,500025
50002510,500025,10,诡诈把戏,,诡诈把戏,0,1,3,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,1,,0,0,,,0,0,50001001=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_GuiZhaBaXi.png,Player_Thief,AutoBattle_Player_Thief_GuiZhaBaXi,伤害周围最多10只魔物，并造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,对范围内敌方目标造成无属性物理伤害,,,,盗贼,500025,1,10,,30000,500,0,0,3,1,1,30000,0,0,0,3,1,1,0,3,100,,,,7=20,,0,0,0,,0,,300|500,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,Player_Thief_DaoShan,0=1|1=1|16=1,500025
51010101,510101,1,普通攻击（刺客）,,攻击,1,4,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Assassin,AutoBattle_Player_Assassin_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,,刺客,510101,1,1|1,,10000|10000,40|40,0,0,1,0,0,10000|10000,0|0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,100,,,,,,Player_Assassin|Player_Assassin_GongJi|0|0|0,,,Player_Assassin_GongJi,0=1|1=1|2=1|16=1|101=1|102=1|103=1|104=1,510101
51010201,510102,1,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=1200,44000,50,0,0,0,1,2,44000,0,0,0,0,1,2,0,1.5,100,,,,7=8,,0,0,0,,0,,440|12|50,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010202,510102,2,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=1400,48000,100,0,0,0,1,2,48000,0,0,0,0,1,2,0,1.5,100,,,,7=10,,0,0,0,,0,,480|14|100,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010203,510102,3,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=1600,52000,150,0,0,0,1,2,52000,0,0,0,0,1,2,0,1.5,100,,,,7=12,,0,0,0,,0,,520|16|150,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010204,510102,4,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=1800,56000,200,0,0,0,1,2,56000,0,0,0,0,1,2,0,1.5,100,,,,7=14,,0,0,0,,0,,560|18|200,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010205,510102,5,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=2000,60000,250,0,0,0,1,2,60000,0,0,0,0,1,2,0,1.5,100,,,,7=16,,0,0,0,,0,,600|20|250,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010206,510102,6,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=2200,64000,300,0,0,0,1,2,64000,0,0,0,0,1,2,0,1.5,100,,,,7=18,,0,0,0,,0,,640|22|300,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010207,510102,7,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=2400,68000,350,0,0,0,1,2,68000,0,0,0,0,1,2,0,1.5,100,,,,7=20,,0,0,0,,0,,680|24|350,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010208,510102,8,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=2600,72000,400,0,0,0,1,2,72000,0,0,0,0,1,2,0,1.5,100,,,,7=22,,0,0,0,,0,,720|26|400,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010209,510102,9,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=2800,76000,450,0,0,0,1,2,76000,0,0,0,0,1,2,0,1.5,100,,,,7=24,,0,0,0,,0,,760|28|450,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010210,510102,10,音速投掷（刺客）,,音速投掷,1,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,16,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_YinSuTouZhi.png,Player_Assassin,AutoBattle_Player_Assassin_YinSuTouZhi,爆发潜能，对指定单体目标瞬间进行8段连击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，有<color=$$Yellow$$>{1}</color>%几率使目标眩晕2.5秒,必须装备拳刃类武器,对指定敌方单位造成无属性物理伤害,,,,刺客,510102,1,1,301501=3000,80000,500,0,0,0,1,2,80000,0,0,0,0,1,2,0,1.5,100,,,,7=26,,0,0,0,,0,,800|30|500,,,,,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,Player_Assassin_YinSuTouZhi,,510102
51010301,510103,1,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,27000|0,30|0,0,0,0,1,2,27000|0,0|0,0,0,0,1,2,0,3,1,,,,7=5,,0,0,0,,0,,270|30,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010302,510103,2,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,29000|0,60|0,0,0,0,1,2,29000|0,0|0,0,0,0,1,2,0,3,1,,,,7=7,,0,0,0,,0,,290|60,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010303,510103,3,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,31000|0,90|0,0,0,0,1,2,31000|0,0|0,0,0,0,1,2,0,3,1,,,,7=9,,0,0,0,,0,,310|90,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010304,510103,4,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,33000|0,120|0,0,0,0,1,2,33000|0,0|0,0,0,0,1,2,0,3,1,,,,7=11,,0,0,0,,0,,330|120,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010305,510103,5,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,35000|0,150|0,0,0,0,1,2,35000|0,0|0,0,0,0,1,2,0,3,1,,,,7=13,,0,0,0,,0,,350|150,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010306,510103,6,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,37000|0,180|0,0,0,0,1,2,37000|0,0|0,0,0,0,1,2,0,3,1,,,,7=15,,0,0,0,,0,,370|180,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010307,510103,7,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,39000|0,210|0,0,0,0,1,2,39000|0,0|0,0,0,0,1,2,0,3,1,,,,7=17,,0,0,0,,0,,390|210,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010308,510103,8,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,41000|0,240|0,0,0,0,1,2,41000|0,0|0,0,0,0,1,2,0,3,1,,,,7=19,,0,0,0,,0,,410|240,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010309,510103,9,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,43000|0,270|0,0,0,0,1,2,43000|0,0|0,0,0,0,1,2,0,3,1,,,,7=21,,0,0,0,,0,,430|270,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010310,510103,10,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,1|101,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,需要装备短剑类武器,对指定敌方目标造成无属性物理伤害,,,,刺客,510103,1,1|1,,45000|0,300|0,0,0,0,1,2,45000|0,0|0,0,0,0,1,2,0,3,1,,,,7=23,,0,0,0,,0,,450|300,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,510103
51010701,510107,1,无影之牙,,无影之牙,1,4,0,2,1,0,1,1,0.25,1,1,1,0,0,0,,,16,,,0,,3=5,,0,0,,,,,,,0,,0,0,,,0,0,50000501=5=0|51010201=5=0,0,Skill_Thief,UI_Icon_Skill_Thief_WuYingZhiYa.png,Player_Assassin,AutoBattle_Player_Assassin_WuYingZhiYa,指定<color=$$Yellow$$>{0}</color>码距离内单体敌方目标，对其周围所有最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，且降低<color=$$Yellow$$>非MINI，MVP类型怪物</color>50%移动速度，持续1秒,必须装备拳刃类武器/必须处于隐匿状态施放/不会打破隐匿状态/减速效果对玩家无法生效,隐匿状态时允许使用，对直线上敌方单位造成无属性物理伤害,,,,刺客,510107,1,10|10,302001=10000,12000|0,30|0,0,0,0,1,1,12000|0,0|0,0,0,0,1,1,0,3,1,,,,7=6,,0,0,0,0,1,,3|120|30,,,,,,Player_Assassin|Player_Assassin_WuYingZhiYa|0|0|0,,,Player_Assassin_WuYingZhiYa,,510107
51010702,510107,2,无影之牙,,无影之牙,1,4,0,2,1,0,1,1,0.25,1,1,1,0,0,0,,,16,,,0,,3=5,,0,0,,,,,,,0,,0,0,,,0,0,50000501=5=0|51010201=5=0,0,Skill_Thief,UI_Icon_Skill_Thief_WuYingZhiYa.png,Player_Assassin,AutoBattle_Player_Assassin_WuYingZhiYa,指定<color=$$Yellow$$>{0}</color>码距离内单体敌方目标，对其周围所有最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害，且降低<color=$$Yellow$$>非MINI，MVP类型怪物</color>50%移动速度，持续1秒,必须装备拳刃类武器/必须处于隐匿状态施放/不会打破隐匿状态/减速效果对玩家无法生效,隐匿状态时允许使用，对直线上敌方单位造成无属性物理伤害,,,,刺客,510107,1,10|10,302001=10000,14000|0,60|0,0,0,0,1,1,14000|0,0|0,0,0,0,1,1,0,4,1,,,,7=7,,0,0,0,0,1,,4|140|60,,,,,,Player_Assassin|Player_Assassin_WuYingZhiYa|0|0|0,,,Player_Assassin_WuYingZhiYa,,510107
